Position,Institution,Country/territory,Count,Share
439,"The City University of New York (CUNY)","United States of America (USA)",217,48.325035239992
440,"University of Kiel (CAU)",Germany,298,48.077948883423
441,"Indian Institute of Science Education and Research Thiruvananthapuram (IISER TVM)",India,71,48.023856620053
442,"Hungarian Academy of Sciences (HAS)",Hungary,254,47.951016420823
443,"Italian Institute of Technology (IIT)",Italy,162,47.902470493081
444,"Aix-Marseille University (AMU)",France,559,47.735044700815
445,"Keio University",Japan,167,47.722647941487
446,"National Center for Atmospheric Research (NCAR)","United States of America (USA)",172,47.631610045728
447,"University of Houston (UH)","United States of America (USA)",210,47.587058450361
448,"Harbin Medical University (HMU)",China,158,47.550253571132
449,"University of St Andrews","United Kingdom (UK)",216,47.319134497782
450,"University of Bologna (UNIBO)",Italy,445,46.914514209189
451,"University of South China (USC)",China,183,46.865605198471
452,"Albert Einstein College of Medicine (Einstein)","United States of America (USA)",213,46.850970537022
453,"Institute of Health Carlos III (ISCIII)",Spain,489,46.774391861783
454,"The University of Oklahoma (OU)","United States of America (USA)",265,46.604474493619
455,"Jagiellonian University (UJ)",Poland,196,46.458282382823
456,"National Autonomous University of Mexico (UNAM)",Mexico,214,46.02139515751
457,"Anhui Medical University (AHMU)",China,166,45.577392400886
458,"North China Electric Power University (NCEPU)",China,170,45.338759312959
459,"Guangzhou Medical University (GMU)",China,290,45.301685533056
460,"Catholic University of Louvain (UCLouvain)",Belgium,231,45.25778061012
461,"Cardiff University","United Kingdom (UK)",222,45.132244670369
462,"Qufu Normal University (QFNU)",China,146,44.794537979067
463,"Lomonosov Moscow State University (MSU)",Russia,165,44.305525076175
464,"University of Miami (UM)","United States of America (USA)",258,44.26044867799
465,"Gwangju Institute of Science and Technology (GIST)","South Korea",104,44.083206286212
466,"Okayama University",Japan,124,43.982418086483
467,"Perimeter Institute for Theoretical Physics (PI)",Canada,132,43.953721934648
468,"Queen's University",Canada,176,43.283583447139
469,"Indian Institute of Science Education and Research Bhopal (IISER Bhopal)",India,72,43.262393037819
470,"University of Milan (UNIMI)",Italy,379,42.810571498892
471,"Suzhou University of Science and Technology",China,155,42.688624334687
472,"Linköping University (LiU)",Sweden,221,42.658161133365
473,"University of Kentucky (UK)","United States of America (USA)",154,42.653638968403
474,"The University of Kansas (KU)","United States of America (USA)",266,42.630878417349
475,Alphabet,"United States of America (USA)",93,42.404110265714
476,"Norwegian University of Science and Technology (NTNU)",Norway,194,42.376061426239
477,"University of Konstanz",Germany,113,42.237772151401
478,"Medical University of Vienna (MUW)",Austria,258,42.127202959316
479,"Université Libre de Bruxelles (ULB)",Belgium,248,42.064118837628
480,"Shandong First Medical University and Shandong Academy of Medical Sciences (SFMU)",China,208,42.029257016635
481,"Leibniz University Hannover (LUH)",Germany,152,41.860419424773
482,"University of Florence (UNIFI)",Italy,308,41.8572333329
483,"Oregon State University","United States of America (USA)",188,41.801035424053
484,"Xi'an University of Architecture and Technology (XAUAT)",China,85,41.648277137093
485,"Tufts University","United States of America (USA)",323,41.553410030513
486,"University of Oregon (UO)","United States of America (USA)",166,41.50370459915
487,"Friedrich Schiller University Jena (FSU)",Germany,270,41.397463997526
488,"Shandong University of Technology",China,100,41.220468189218
489,"University of Naples Federico II (UNINA)",Italy,333,41.195560682215
490,"TU Dortmund University",Germany,213,41.195137136843
491,"Hiroshima University (HU)",Japan,196,41.12408883965
492,"Yantai University (YTU)",China,140,40.767898345628
493,"Indian Institute of Technology Kharagpur (IIT Kharagpur)",India,67,40.689411161224
494,"Newcastle University","United Kingdom (UK)",246,40.336213807774
495,"Beijing Forestry University (BFU)",China,112,40.285319663706
496,"Laval University (UL)",Canada,223,40.258288144158
497,"Huaqiao University (HQU)",China,81,40.096691445129
498,"The University of Dublin",Ireland,223,40.018750959839
499,"National Cheng Kung University (NCKU)",Taiwan,135,39.843010893834
500,"University of Nebraska-Lincoln (UNL)","United States of America (USA)",161,39.782557208716
501,"Chengdu University of Technology (CDUT)",China,127,39.71890616636
502,"University of Innsbruck (LFU)",Austria,192,39.660236632384
503,"University of Lisbon (ULISBOA)",Portugal,295,39.416686927586
504,"Renmin University of China (RUC)",China,173,39.363223474599
505,"Louisiana State University (LSU)","United States of America (USA)",180,39.146183865505
506,"Kyung Hee University (KHU)","South Korea",188,39.084018343032
507,"University of Stuttgart",Germany,151,38.973273214345
508,"Northeast Forestry University (NEFU)",China,114,38.869412406193
509,"University of Missouri (Mizzou)","United States of America (USA)",158,38.734384239868
510,"University of Duisburg-Essen (UDE)",Germany,221,38.418672129917
511,"Indian Institute of Technology Roorkee (IIT Roorkee)",India,61,38.394354746561
512,"Jawaharlal Nehru Centre for Advanced Scientific Research (JNCASR)",India,59,38.370652958153
513,"Sandia National Laboratories","United States of America (USA)",139,38.292629688432
514,"University of Bordeaux",France,358,38.277621495534
515,"University of South Carolina - Columbia (SC)","United States of America (USA)",130,38.05459298689
516,"Tiangong University (TGU)",China,116,38.054221666993
517,"National Scientific and Technical Research Council (CONICET)",Argentina,301,38.035788415297
518,"Technical University of Darmstadt (TU Darmstadt)",Germany,176,37.515302559438
519,"Queensland University of Technology (QUT)",Australia,199,37.515281805907
520,"Anhui Agricultural University (AAU)",China,92,37.509976570271
521,"Institute of Science and Technology Austria (IST Austria)",Austria,93,37.46723024438
522,"University of Granada (UGR)",Spain,189,37.396924136897
523,"Harbin Engineering University (HEU)",China,284,37.357953750475
524,"Woods Hole Oceanographic Institution (WHOI)","United States of America (USA)",159,37.27910258424
525,"Drexel University","United States of America (USA)",130,37.213102749925
526,"Pasteur Institute",France,288,37.121513753775
527,"University of Saskatchewan (U of S)",Canada,176,37.026232627175
528,"University of Santiago de Compostela (USC)",Spain,199,36.699105606138
529,"The University of Western Australia (UWA)",Australia,283,36.587846655393
530,"Anhui University of Technology",China,94,36.002877150011
531,"Fujian Medical University",China,147,35.861465675425
532,"Kaiser Permanente","United States of America (USA)",157,35.694111050812
533,"The University of Texas at Dallas (UT Dallas)","United States of America (USA)",151,35.690863447909
534,"London School of Hygiene and Tropical Medicine (LSHTM)","United Kingdom (UK)",240,35.622024168585
535,"National Research Institute for Agriculture, Food and Environment (INRAE)",France,562,35.589234816498
536,"University of Turin (UNITO)",Italy,341,35.437174114385
537,"University of Antwerp (UA)",Belgium,231,35.42471197688
538,"National Institute for Astrophysics (INAF)",Italy,202,35.291255573121
539,"China Three Gorges University (CTGU)",China,84,35.168632693116
540,"Free University of Brussels (VUB)",Belgium,199,35.134134970639
541,"Chinese Center for Disease Control and Prevention (China CDC)",China,220,34.868080431836
542,"Pusan National University (PNU)","South Korea",155,34.805922895866
543,"Swiss Federal Laboratories for Materials Science and Technology (EMPA)",Switzerland,126,34.792717735214
544,"The University of New Mexico (UNM)","United States of America (USA)",194,34.692396235876
545,"Merck & Co","United States of America (USA)",95,34.361313222266
546,"Chinese University of Hong Kong, Shenzhen (CUHKSZ)",China,169,34.182038601651
547,"Kanazawa University (KU)",Japan,112,34.101705164445
548,"Umeå University (UMU)",Sweden,192,33.876606737517
549,"University of Potsdam",Germany,248,33.774075132513
550,"Tokyo University of Science (TUS)",Japan,109,33.760129327789
551,"Fujian Agriculture and Forestry University (FAFU)",China,99,33.752944877408
552,"Chung-Ang University (CAU)","South Korea",163,33.671772453108
553,"Cedars-Sinai Medical Center (Cedars-Sinai)","United States of America (USA)",212,33.626403754867
554,"Brandeis University","United States of America (USA)",114,33.576755523531
555,"Pingyuan Laboratory",China,83,33.388877897701
556,"Jiangsu Normal University (JSNU)",China,68,33.312513181263
557,"Saarland University (Saar-Uni)",Germany,132,33.29895411205
558,"Bar-Ilan University (BIU)",Israel,94,33.232682721677
559,"University of Bath","United Kingdom (UK)",160,32.888105199642
560,"China Medical University (CMU)",China,144,32.863515029013
561,Pfizer,"United States of America (USA)",101,32.845888673401
562,"University of Otago","New Zealand",184,32.711867911808
563,"Tulane University","United States of America (USA)",134,32.555945575459
564,"University of Nevada, Reno (UNR)","United States of America (USA)",94,32.516776792836
565,"Daegu Gyeongbuk Institute of Science and Technology (DGIST)","South Korea",86,32.481814089715
566,"Qilu University of Technology (QLUT)",China,88,32.441783908386
567,"French National Research Institute for Sustainable Development (IRD)",France,615,32.437486195243
568,"Autonomous University of Barcelona (UAB)",Spain,406,32.380310713903
569,"Shantou University (STU)",China,117,32.339359225204
570,"Osaka Metropolitan University (OMU)",Japan,92,32.241260132414
571,"University of Pisa (UNIPI)",Italy,303,32.015589093296
572,"University of Liège (ULg)",Belgium,136,31.381170264915
573,"Wuyi University",China,74,31.01589035964
574,"Maastricht University (UM)",Netherlands,229,30.937648660744
575,"Royal Melbourne Institute of Technology (RMIT University)",Australia,150,30.85864022097
576,"Bielefeld University",Germany,72,30.817754914239
577,"Shenzhen Bay Laboratory",China,135,30.636440291188
578,"University of Jyväskylä",Finland,182,30.490052786529
579,"University of Ulsan (UOU)","South Korea",131,30.4168004124
580,"East China University of Technology (ECUT)",China,74,30.403825794757
581,"Liaocheng University (LCU)",China,84,30.278417803602
582,"Wellcome Sanger Institute","United Kingdom (UK)",164,30.255743090544
583,"Ulm University",Germany,196,30.25478235046
584,"Hong Kong Baptist University (HKBU)",China,161,30.210423527784
585,"China University of Petroleum, Beijing (CUP)",China,100,30.18257794085
586,"Nanjing University of Chinese Medicine (NJUCM)",China,124,30.054312165123
587,"Okinawa Institute of Science and Technology Graduate University (OIST)",Japan,76,29.991125837087
588,"University of South Florida (USF)","United States of America (USA)",139,29.964281693037
589,"Simons Foundation","United States of America (USA)",175,29.83619965112
590,Sinopec,China,204,29.787695790431
591,"University College Dublin (UCD)",Ireland,228,29.735963116323
592,IBM,"United States of America (USA)",90,29.669608535315
593,"Austrian Academy of Sciences (ÖAW)",Austria,245,29.628087312427
594,"University of Bremen (Uni Bremen)",Germany,133,29.614312950581
